method,qa_id,category,question,gold_answer,prediction,official_score,rF1_cat14,rEM_cat14_project,official_cat5_score,broad_abstention,WrongAbstention_cat14_project
ZScore-RawERK,conv-47_qa_121,4,What did James and Samantha discover they both enjoy at McGee's bar?,Lager beer,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_122,4,How much does James pay per cooking class?,$10,$10 per class,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_123,4,What did James learn to make in the cooking class besides omelette and meringue?,Dough,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_124,4,Why did James sign up for a cooking class?,He wanted to learn something new,He wanted to learn something new.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_125,4,What did James prepare for the first time in the cooking class?,Omelette,omelette,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_126,4,What is the name of the board game John tried in September 2022?,Dungeons of the Dragon,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_127,4,Where does James get his ideas from?,"books, movies, dreams","books, movies, and even dreams",0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_128,4,What kind of dream did James have recently?,a dream with a medieval castle full of puzzles and traps,crazy dream,0.2,0.2,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_129,4,What kind of music does John like?,electronic and rock music,electronic and rock music,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_13,2,When did James visit Italy?,In 2021,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_130,4,What instrument did James used to play when he was younger?,guitar,guitar,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_131,4,What did John use to play when he was younger to let off steam?,drums,Drums,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_132,4,What career milestone did John achieve recently in September 2022?,making his first mobile game,making his first mobile game,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_133,4,What type of game is John's upcoming mobile game?,2D adventure,2D adventure game with puzzles and exploration,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_134,4,What does John do to stay informed and constantly learn about game design?,watch tutorials and keep up with developer forums,He watches tutorials and keeps up with developer forums.,0.9333333333333333,0.9333333333333333,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_135,4,What kind of gig was John offered at the game dev non-profit organization?,programming mentor for game developers,programming mentor for game developers,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_136,4,What does John feel about starting the journey as a programming mentor for game developers?,excited and inspired,Really excited,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_137,4,What kind of games is James excited to play with his new video card?,RPGs,RPGs,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_138,4,What inspired James to create his game?,Witcher 3,Witcher 3,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_139,4,What sparked James' passion for gaming when he was a kid?,Super Mario and The Legend of Zelda games,His first gaming system.,0.2,0.2,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_14,2,When did James buy himself a new adventure book?,"April 26, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_140,4,What did James lose progress on due to a power outage?,a game,a game,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_141,4,"What games were played at the gaming tournament organized by John on 31 October, 2022?","Fortnite, Overwatch, Apex Legends",Fortnite and a few other games.,0.25,0.25,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_142,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,for a children's hospital,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_143,4,"What decision did James and Samantha make on 31 October, 2022?",To move in together,They decided to move in together.,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_144,4,"Where did James and Samantha decide to live together on 31 October, 2022?",In an apartment not far from McGee's bar,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_145,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,They love the bar.,0.6,0.6,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_146,4,"What game is John hooked on playing on 5 November, 2022?",FIFA 23,FIFA 23,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_147,4,What did John suggest James practice before playing FIFA 23 together?,Control with a gamepad and timing,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_148,4,"What project did John work on with a game developer by 7 November, 2022?",An online board game,an online board game,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_149,4,What is the name of John's cousin's dog?,Luna,Luna,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_15,2,When did James start playing Civilization VI?,March 2022,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_150,5,What did John adopt in April 2022?,a pup,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_151,5,What is the name of the kitten that was adopted by James?,Ned,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_152,5,What inspired John to create the game character in the virtual world?,Appearance of a woman he saw during a walk,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_153,5,Which country did John visit in 2021?,Italy,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_154,5,What kind of assignment was giving James a hard time at work?,Coding assignment,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_155,5,What did James and his friends do with the remaining money after helping the dog shelter?,Bought groceries and cooked food for the homeless,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_156,5,What was the main goal of the money raised from the political campaign organized by John and his friends in May 2022?,Raise money for a dog shelter,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_157,5,What did the system John created help the illegal organization with?,"tracking inventory, resources, and donations",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_158,5,What did James create for the charitable foundation that helped generate reports for analysis?,computer application on smartphones,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_159,5,Who does James support in cricket matches?,Liverpool,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_16,3,What is the game with different colored cards that was John talking about with James?,UNO,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_160,5,What is Max good at doing according to John?,catching frisbees in mid-air,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_161,5,Will there be a background check required to volunteer with the organization James volunteered for?,No,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_162,5,"How did James relax in his free time on 9 July, 2022?",Reading,surfing,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-47_qa_163,5,"What new hobby did John become interested in on 9 July, 2022?",Extreme sports,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_164,5,When did John plan to return from his trip to Toronto and Vancouver?,July 20,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_165,5,What made James leave his IT job?,to focus on things that align with his values and passions,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_166,5,Which game tournaments does James plan to organize besides CS:GO?,Fortnite competitions,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_167,5,What happened to James's kitten during the recent visit to the clinic?,routine examination and vaccination,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_168,5,"What aspect of ""The Witcher 3"" does John find boring?",shaping the world with choices,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_169,5,What is John planning to do after receiving Samantha's phone number?,call her,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_17,3,What is the board game where you have to find the imposter that John mentions to James?,Mafia,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_170,5,What has James been teaching his siblings?,coding,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_171,5,How much does James pay per dance class?,$10,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_172,5,What did James learn to make in the chemistry class besides omelette and meringue?,Dough,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_173,5,Why did James sign up for a ballet class?,He wanted to learn something new,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_174,5,What did John prepare for the first time in the cooking class?,Omelette,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_175,5,What is the name of the board game James tried in September 2022?,Dungeons of the Dragon,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_176,5,Where does John get his ideas from?,"books, movies, dreams",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_177,5,What did James use to play when he was younger to let off steam?,drums,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_178,5,What does James do to stay informed and constantly learn about game design?,watch tutorials and keep up with developer forums,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_179,5,What kind of gig was James offered at the game dev non-profit organization?,programming mentor for game developers,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_18,1,Which books has John recommended to James?,"The Name of the Wind, Stormlight Archive, Kingkiller Chronicles, Expanse",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_180,5,What does James feel about starting the journey as a programming mentor for game developers?,excited and inspired,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_181,5,What inspired James to create his painting?,Witcher 3,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_182,5,"What games were played at the gaming tournament organized by James on 31 October, 2022?","Fortnite, Overwatch, Apex Legends",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_183,5,"What was the purpose of the gaming tournament organized by James on 31 October, 2022?",To raise money for a children's hospital,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_184,5,"What decision did John and Samantha make on 31 October, 2022?",To move in together,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_185,5,"Where did John and Samantha decide to live together on 31 October, 2022?",In an apartment not far from McGee's bar,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_186,5,Why did John and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_187,5,"What game is James hooked on playing on 5 November, 2022?",FIFA 23,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_188,5,"What project did James work on with a game developer by 7 November, 2022?",An online board game,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_189,5,What is the name of James's cousin's dog?,Luna,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-47_qa_19,3,Was James feeling lonely before meeting Samantha?,"Most likely yes, because he mentioned that the only creatures that gave him joy are dogs and he was actively trying to date.",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_2,1,Which places or events have John and James planned to meet at?,"VR Club, McGee's, baseball game",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_20,1,How many charity tournaments has John organized till date?,two,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_21,2,When did John first organize a charity tournament with his friends?,"May 7, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_22,1,Who or which organizations have been the beneficiaries of John's charity tournaments?,"animal shelter, homeless, children's hospital",children's hospital,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.0,0.0
ZScore-RawERK,conv-47_qa_23,2,When will John start his new job?,"In July, 2022",next month,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_24,1,What kind of games has James tried to develop?,"football simulator, virtual world inspired by Witcher 3",strategy games,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_25,3,Are John and James fans of the same football team?,"No, James is a Liverpool fan and John is a Manchester City fan.",No,0.18181818181818182,0.18181818181818182,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_26,1,Which countries has James visited?,"Italy, Mexico, Turkey, Canada, Greenland","Italy, Turkey, Mexico, Nuuk",0.6,0.6,0.6,,0.0,0.0
ZScore-RawERK,conv-47_qa_27,1,What kind of classes has James joined?,"game design course, cooking classes",cooking class,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_28,2,When did James volunteer at an organization?,May 2022,"19 June, 2022",0.4,0.4,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_29,2,When did James depart for his trip to Canada?,"July 11, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_3,1,Do both James and John have pets?,No,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_30,3,Which country did James book tickets for in July 2022?,Canada,Canada,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_31,2,How many days did James plan to spend on his trip in Canada?,19 days,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_32,2,"Where was James at on July 12, 2022?","Toronto, Canada",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_33,3,Did John and James study together?,Yes,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_34,1,Which countries did James visit in July 2022?,"Canada, Greenland",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_35,3,What additional country did James visit during his trip to Canada?,Greenland,Nuuk,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_36,3,Who is Jill?,Most likely John's partner.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_37,2,When did John spend time with his sister and dogs?,"July 21, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_38,1,What happened to John's job situation in 2022?,"quit his IT Job, secured his dream job, aspires to become an eSports competition organizer",John got his dream job and later left his IT job for a new job he loves.,0.2105263157894737,0.2105263157894737,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_39,2,When did John start his job in IT?,2019,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_4,2,When did John resume playing drums in his adulthood?,February 2022,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_40,1,What kind of tricks do James's pets know?,"swimming, catching frisbees, balancing on a skateboard, sit, stay, paw, and rollover",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_41,2,When did James meet Samantha?,"August 9, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_42,2,When did James take his 3 dogs to the beach?,"August 9, 2022","10 August, 2022",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_43,2,When did John plan his next meeting with his siblings?,"In September, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_44,3,Why didn't John want to go to Starbucks?,Possibly because he likes to drink beer on his days off.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_45,1,What kind of beer does McGee's bar serve?,"Stout, lager",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_46,2,When did John and James meet at McGee's bar?,"August 27, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_47,2,When did James ask Samantha to be his girlfriend?,"September 3, 2022",Yesterday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_48,2,"When did James, Samantha and John go to the baseball game together?","September 11, 2022",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_49,1,What gaming equipments did John buy or refurbish?,"Sennheiser headphones, Logitech mouse, gaming desk","new headphones, new devices, refurbished gaming desk",0.43333333333333335,0.43333333333333335,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_5,1,What are John and James' favorite games?,"John's favorite game is CS:GO, and James's is Apex Legends.",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_50,2,When did James start taking cooking classes?,"September 2, 2022",Two days ago,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_51,1,Which new games did John start play during the course of the conversation with James?,"AC Valhalla, Witcher 3, FIFA 23, Dungeons of the Dragons, futuristic dystopian game",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_52,2,When did John start working on his 2D Adventure mobile game?,approximately summer of 2022,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_53,2,How long did it take for James to complete his Witcher-inspired game?,six months,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_54,1,What kind of programming-related events has John hosted?,"online programming competition, programming seminar",programming seminar,0.7,0.7,0.5,,0.0,0.0
ZScore-RawERK,conv-47_qa_55,2,When did John and his programming friends host an online programming competition?,Last week before 13 October 2022.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
